问题 ID,说明,状态,严重性,故事点,项目路径,位置种类,路径,折线图,列,事件 ID,帮助链接,程序集名称,程序集版本,程序集公钥,片段
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,710,12,T:System.Windows.Forms.AnchorStyles,,,,,this.nmu_AutoRestartCount.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,710,12,F:System.Windows.Forms.AnchorStyles.Right,,,,,this.nmu_AutoRestartCount.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,710,12,T:System.Windows.Forms.AnchorStyles,,,,,this.nmu_AutoRestartCount.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,710,12,T:System.Windows.Forms.AnchorStyles,,,,,this.nmu_AutoRestartCount.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,710,12,F:System.Windows.Forms.AnchorStyles.Left,,,,,this.nmu_AutoRestartCount.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,710,12,T:System.Windows.Forms.NumericUpDown,,,,,this.nmu_AutoRestartCount.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,710,12,T:System.Windows.Forms.AnchorStyles,,,,,this.nmu_AutoRestartCount.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,710,12,P:System.Windows.Forms.Control.Anchor,,,,,this.nmu_AutoRestartCount.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,706,12,T:System.Drawing.ContentAlignment,,,,,this.label23.TextAlign = System.Drawing.ContentAlignment.MiddleRight;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,706,12,T:System.Drawing.ContentAlignment,,,,,this.label23.TextAlign = System.Drawing.ContentAlignment.MiddleRight;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,706,12,F:System.Drawing.ContentAlignment.MiddleRight,,,,,this.label23.TextAlign = System.Drawing.ContentAlignment.MiddleRight;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,706,12,T:System.Windows.Forms.Label,,,,,this.label23.TextAlign = System.Drawing.ContentAlignment.MiddleRight;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,706,12,T:System.Drawing.ContentAlignment,,,,,this.label23.TextAlign = System.Drawing.ContentAlignment.MiddleRight;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,706,12,P:System.Windows.Forms.Label.TextAlign,,,,,this.label23.TextAlign = System.Drawing.ContentAlignment.MiddleRight;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,705,12,T:System.Windows.Forms.Label,,,,,"this.label23.Text = ""扫不到蓝牙自动重启:"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,705,12,P:System.Windows.Forms.Label.Text,,,,,"this.label23.Text = ""扫不到蓝牙自动重启:"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,704,12,T:System.Windows.Forms.Label,,,,,this.label23.TabIndex = 48;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,704,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.label23.TabIndex = 48;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,703,12,T:System.Windows.Forms.Label,,,,,"this.label23.Size = new System.Drawing.Size(150, 15);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,703,12,P:System.Windows.Forms.Control.Size,,,,,"this.label23.Size = new System.Drawing.Size(150, 15);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,702,12,T:System.Windows.Forms.Label,,,,,"this.label23.Name = ""label23"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,702,12,P:System.Windows.Forms.Control.Name,,,,,"this.label23.Name = ""label23"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,701,12,T:System.Windows.Forms.Label,,,,,"this.label23.Location = new System.Drawing.Point(3, 421);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,701,12,P:System.Windows.Forms.Control.Location,,,,,"this.label23.Location = new System.Drawing.Point(3, 421);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,700,12,T:System.Windows.Forms.Label,,,,,this.label23.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,700,12,P:System.Windows.Forms.Label.AutoSize,,,,,this.label23.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,699,12,T:System.Windows.Forms.AnchorStyles,,,,,this.label23.Anchor = System.Windows.Forms.AnchorStyles.Right;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,699,12,T:System.Windows.Forms.AnchorStyles,,,,,this.label23.Anchor = System.Windows.Forms.AnchorStyles.Right;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,699,12,F:System.Windows.Forms.AnchorStyles.Right,,,,,this.label23.Anchor = System.Windows.Forms.AnchorStyles.Right;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,699,12,T:System.Windows.Forms.Label,,,,,this.label23.Anchor = System.Windows.Forms.AnchorStyles.Right;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,699,12,T:System.Windows.Forms.AnchorStyles,,,,,this.label23.Anchor = System.Windows.Forms.AnchorStyles.Right;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,699,12,P:System.Windows.Forms.Control.Anchor,,,,,this.label23.Anchor = System.Windows.Forms.AnchorStyles.Right;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,695,12,T:System.Drawing.ContentAlignment,,,,,this.label22.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,695,12,T:System.Drawing.ContentAlignment,,,,,this.label22.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,695,12,F:System.Drawing.ContentAlignment.MiddleLeft,,,,,this.label22.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,695,12,T:System.Windows.Forms.Label,,,,,this.label22.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,695,12,T:System.Drawing.ContentAlignment,,,,,this.label22.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,695,12,P:System.Windows.Forms.Label.TextAlign,,,,,this.label22.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,694,12,T:System.Windows.Forms.Label,,,,,"this.label22.Text = ""会重试3次"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,694,12,P:System.Windows.Forms.Label.Text,,,,,"this.label22.Text = ""会重试3次"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,693,12,T:System.Windows.Forms.Label,,,,,this.label22.TabIndex = 47;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,693,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.label22.TabIndex = 47;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,692,12,T:System.Windows.Forms.Label,,,,,"this.label22.Size = new System.Drawing.Size(75, 15);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,692,12,P:System.Windows.Forms.Control.Size,,,,,"this.label22.Size = new System.Drawing.Size(75, 15);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,691,12,T:System.Windows.Forms.Label,,,,,"this.label22.Name = ""label22"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,691,12,P:System.Windows.Forms.Control.Name,,,,,"this.label22.Name = ""label22"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,690,12,T:System.Windows.Forms.Label,,,,,"this.label22.Location = new System.Drawing.Point(664, 390);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,690,12,P:System.Windows.Forms.Control.Location,,,,,"this.label22.Location = new System.Drawing.Point(664, 390);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,689,12,T:System.Windows.Forms.Label,,,,,this.label22.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,689,12,P:System.Windows.Forms.Label.AutoSize,,,,,this.label22.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,688,12,T:System.Windows.Forms.AnchorStyles,,,,,this.label22.Anchor = System.Windows.Forms.AnchorStyles.Left;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,688,12,T:System.Windows.Forms.AnchorStyles,,,,,this.label22.Anchor = System.Windows.Forms.AnchorStyles.Left;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,688,12,F:System.Windows.Forms.AnchorStyles.Left,,,,,this.label22.Anchor = System.Windows.Forms.AnchorStyles.Left;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,688,12,T:System.Windows.Forms.Label,,,,,this.label22.Anchor = System.Windows.Forms.AnchorStyles.Left;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,688,12,T:System.Windows.Forms.AnchorStyles,,,,,this.label22.Anchor = System.Windows.Forms.AnchorStyles.Left;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,688,12,P:System.Windows.Forms.Control.Anchor,,,,,this.label22.Anchor = System.Windows.Forms.AnchorStyles.Left;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,684,12,T:System.Windows.Forms.NumericUpDown,,,,,this.nmu_DelayForGetCurrent.ValueChanged += new System.EventHandler(this.nmu_DelayForGetCurrent_ValueChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,684,12,E:System.Windows.Forms.NumericUpDown.ValueChanged,,,,,this.nmu_DelayForGetCurrent.ValueChanged += new System.EventHandler(this.nmu_DelayForGetCurrent_ValueChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,679,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nmu_DelayForGetCurrent.Value = new decimal(new int[] {              5,              0,              0,              0});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,679,12,P:System.Windows.Forms.NumericUpDown.Value,,,,,"this.nmu_DelayForGetCurrent.Value = new decimal(new int[] {              5,              0,              0,              0});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,678,12,T:System.Windows.Forms.NumericUpDown,,,,,this.nmu_DelayForGetCurrent.TabIndex = 46;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,678,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.nmu_DelayForGetCurrent.TabIndex = 46;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,677,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nmu_DelayForGetCurrent.Size = new System.Drawing.Size(499, 25);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,677,12,P:System.Windows.Forms.Control.Size,,,,,"this.nmu_DelayForGetCurrent.Size = new System.Drawing.Size(499, 25);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,676,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nmu_DelayForGetCurrent.Name = ""nmu_DelayForGetCurrent"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,676,12,P:System.Windows.Forms.Control.Name,,,,,"this.nmu_DelayForGetCurrent.Name = ""nmu_DelayForGetCurrent"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,671,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nmu_DelayForGetCurrent.Minimum = new decimal(new int[] {              1,              0,              0,              0});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,671,12,P:System.Windows.Forms.NumericUpDown.Minimum,,,,,"this.nmu_DelayForGetCurrent.Minimum = new decimal(new int[] {              1,              0,              0,              0});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,666,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nmu_DelayForGetCurrent.Maximum = new decimal(new int[] {              600,              0,              0,              0});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,666,12,P:System.Windows.Forms.NumericUpDown.Maximum,,,,,"this.nmu_DelayForGetCurrent.Maximum = new decimal(new int[] {              600,              0,              0,              0});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,665,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nmu_DelayForGetCurrent.Location = new System.Drawing.Point(159, 385);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,665,12,P:System.Windows.Forms.Control.Location,,,,,"this.nmu_DelayForGetCurrent.Location = new System.Drawing.Point(159, 385);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,664,12,T:System.Windows.Forms.AnchorStyles,,,,,this.nmu_DelayForGetCurrent.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,664,12,T:System.Windows.Forms.AnchorStyles,,,,,this.nmu_DelayForGetCurrent.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,664,12,F:System.Windows.Forms.AnchorStyles.Right,,,,,this.nmu_DelayForGetCurrent.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,664,12,T:System.Windows.Forms.AnchorStyles,,,,,this.nmu_DelayForGetCurrent.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,664,12,T:System.Windows.Forms.AnchorStyles,,,,,this.nmu_DelayForGetCurrent.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,664,12,F:System.Windows.Forms.AnchorStyles.Left,,,,,this.nmu_DelayForGetCurrent.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,664,12,T:System.Windows.Forms.NumericUpDown,,,,,this.nmu_DelayForGetCurrent.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,664,12,T:System.Windows.Forms.AnchorStyles,,,,,this.nmu_DelayForGetCurrent.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,664,12,P:System.Windows.Forms.Control.Anchor,,,,,this.nmu_DelayForGetCurrent.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right)));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,660,12,T:System.Drawing.ContentAlignment,,,,,this.label18.TextAlign = System.Drawing.ContentAlignment.MiddleRight;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,660,12,T:System.Drawing.ContentAlignment,,,,,this.label18.TextAlign = System.Drawing.ContentAlignment.MiddleRight;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,660,12,F:System.Drawing.ContentAlignment.MiddleRight,,,,,this.label18.TextAlign = System.Drawing.ContentAlignment.MiddleRight;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,660,12,T:System.Windows.Forms.Label,,,,,this.label18.TextAlign = System.Drawing.ContentAlignment.MiddleRight;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,660,12,T:System.Drawing.ContentAlignment,,,,,this.label18.TextAlign = System.Drawing.ContentAlignment.MiddleRight;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,660,12,P:System.Windows.Forms.Label.TextAlign,,,,,this.label18.TextAlign = System.Drawing.ContentAlignment.MiddleRight;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,659,12,T:System.Windows.Forms.Label,,,,,"this.label18.Text = ""延迟N秒后获取电流:"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,659,12,P:System.Windows.Forms.Label.Text,,,,,"this.label18.Text = ""延迟N秒后获取电流:"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,BLE48Test1\BLE48Test1.csproj,File,BLE48Test1\UserControls\uc_SleepLoopTest.Designer.cs,658,12,T:System.Windows.Forms.Label,,,,,this.label18.TabIndex = 45;
